,K,alpha,k,accuracy,precision,recall
559,10.0,13.0,89.0,0.67,"[1.         0.66666667 0.85714286 0.52941176 0.69230769 1.
 0.6        0.7        0.71428571 0.33333333]","[0.90909091 1.         0.46153846 1.         0.9        0.22222222
 0.66666667 0.7        0.5        0.33333333]"
560,10.0,13.0,144.0,0.67,"[1.         0.625      0.75       0.44444444 0.75       0.
 0.75       0.88888889 0.6        0.55555556]","[0.81818182 1.         0.46153846 0.88888889 0.9        0.
 0.66666667 0.8        0.6        0.55555556]"
561,10.0,13.0,1.0,0.85,"[1.         0.69230769 0.85714286 0.9        0.8        0.85714286
 0.8        0.9        1.         0.75      ]","[0.90909091 0.9        0.92307692 1.         0.8        0.66666667
 0.88888889 0.9        0.8        0.66666667]"
562,10.0,13.0,2.0,0.79,"[0.91666667 0.64285714 0.75       0.9        0.64285714 0.85714286
 0.85714286 0.66666667 1.         1.        ]","[1.         0.9        0.92307692 1.         0.9        0.66666667
 0.66666667 0.6        0.8        0.33333333]"
563,10.0,13.0,3.0,0.81,"[0.91666667 0.64285714 0.84615385 0.875      0.76923077 1.
 0.77777778 0.7        0.81818182 1.        ]","[1.         0.9        0.84615385 0.77777778 1.         0.66666667
 0.77777778 0.7        0.9        0.44444444]"
564,10.0,13.0,5.0,0.82,"[0.91666667 0.75       0.8        0.77777778 0.90909091 1.
 0.77777778 0.72727273 0.72727273 1.        ]","[1.         0.9        0.92307692 0.77777778 1.         0.55555556
 0.77777778 0.8        0.8        0.55555556]"
565,10.0,13.0,8.0,0.83,"[1.         0.75       0.85714286 0.77777778 0.76923077 1.
 0.8        0.77777778 0.75       1.        ]","[1.         0.9        0.92307692 0.77777778 1.         0.55555556
 0.88888889 0.7        0.9        0.55555556]"
566,10.0,13.0,13.0,0.82,"[1.         0.75       0.85714286 0.77777778 1.         1.
 0.72727273 0.75       0.64285714 0.875     ]","[1.         0.9        0.92307692 0.77777778 1.         0.33333333
 0.88888889 0.6        0.9        0.77777778]"
567,10.0,13.0,21.0,0.83,"[1.         0.75       0.85714286 0.88888889 0.81818182 1.
 0.72727273 0.75       0.75       0.875     ]","[1.         0.9        0.92307692 0.88888889 0.9        0.44444444
 0.88888889 0.6        0.9        0.77777778]"
568,10.0,13.0,34.0,0.8,"[1.         0.64285714 0.84615385 0.8        0.8        0.8
 0.8        0.875      0.72727273 0.77777778]","[0.90909091 0.9        0.84615385 0.88888889 0.8        0.44444444
 0.88888889 0.7        0.8        0.77777778]"
569,10.0,13.0,55.0,0.74,"[1.         0.58823529 0.9        0.75       0.8        0.8
 0.8        0.75       0.58333333 0.6       ]","[0.90909091 1.         0.69230769 0.66666667 0.8        0.44444444
 0.88888889 0.6        0.7        0.66666667]"
570,10.0,13.0,89.0,0.74,"[1.         0.5        0.9        0.77777778 0.72727273 0.8
 0.88888889 0.85714286 0.7        0.55555556]","[0.90909091 1.         0.69230769 0.77777778 0.8        0.44444444
 0.88888889 0.6        0.7        0.55555556]"
571,10.0,13.0,144.0,0.68,"[1.         0.45454545 0.9        0.66666667 0.83333333 0.66666667
 0.75       0.66666667 0.54545455 0.57142857]","[0.81818182 1.         0.69230769 0.66666667 1.         0.22222222
 0.66666667 0.6        0.6        0.44444444]"
572,10.0,13.0,1.0,0.85,"[1.         0.9        0.92857143 1.         0.81818182 0.81818182
 0.8        0.77777778 0.85714286 0.63636364]","[0.90909091 0.9        1.         0.77777778 0.9        1.
 0.88888889 0.7        0.66666667 0.7       ]"
573,10.0,13.0,2.0,0.85,"[0.83333333 0.9        0.92857143 0.875      0.76923077 0.77777778
 0.77777778 0.81818182 0.875      1.        ]","[0.90909091 0.9        1.         0.77777778 1.         0.77777778
 0.77777778 0.9        0.77777778 0.6       ]"
574,10.0,13.0,3.0,0.87,"[0.90909091 0.9        1.         0.875      0.69230769 0.9
 0.77777778 0.9        1.         0.77777778]","[0.90909091 0.9        0.92307692 0.77777778 0.9        1.
 0.77777778 0.9        0.88888889 0.7       ]"
575,10.0,13.0,5.0,0.88,"[1.         0.9        1.         0.77777778 0.71428571 0.9
 0.88888889 0.90909091 0.88888889 0.85714286]","[0.81818182 0.9        0.92307692 0.77777778 1.         1.
 0.88888889 1.         0.88888889 0.6       ]"
576,10.0,13.0,8.0,0.87,"[1.         0.9        1.         0.77777778 0.76923077 0.9
 0.72727273 0.83333333 0.875      1.        ]","[0.81818182 0.9        0.92307692 0.77777778 1.         1.
 0.88888889 1.         0.77777778 0.6       ]"
577,10.0,13.0,13.0,0.85,"[0.90909091 0.9        0.91666667 0.66666667 0.8        1.
 0.81818182 0.90909091 0.875      0.7       ]","[0.90909091 0.9        0.84615385 0.66666667 0.8        0.88888889
 1.         1.         0.77777778 0.7       ]"
578,10.0,13.0,21.0,0.87,"[1.         0.9        1.         0.77777778 0.9        1.
 0.64285714 0.90909091 1.         0.75      ]","[0.81818182 0.9        0.84615385 0.77777778 0.9        0.77777778
 1.         1.         0.77777778 0.9       ]"
579,10.0,13.0,34.0,0.84,"[1.         0.81818182 1.         0.77777778 0.875      0.875
 0.7        1.         1.         0.5625    ]","[0.81818182 0.9        1.         0.77777778 0.7        0.77777778
 0.77777778 0.9        0.77777778 0.9       ]"
580,10.0,13.0,55.0,0.81,"[0.81818182 0.75       0.91666667 0.77777778 0.81818182 0.85714286
 0.625      1.         1.         0.64285714]","[0.81818182 0.9        0.84615385 0.77777778 0.9        0.66666667
 0.55555556 0.9        0.77777778 0.9       ]"
581,10.0,13.0,89.0,0.76,"[0.75       0.64285714 0.88888889 0.7        0.75       0.85714286
 0.625      0.9        1.         0.66666667]","[0.81818182 0.9        0.61538462 0.77777778 0.9        0.66666667
 0.55555556 0.9        0.66666667 0.8       ]"
582,10.0,13.0,144.0,0.72,"[0.81818182 0.52941176 0.88888889 0.77777778 0.69230769 1.
 0.55555556 1.         0.83333333 0.57142857]","[0.81818182 0.9        0.61538462 0.77777778 0.9        0.44444444
 0.55555556 0.8        0.55555556 0.8       ]"
583,10.0,13.0,1.0,0.9,"[0.90909091 1.         0.92307692 0.8        0.88888889 1.
 1.         1.         0.77777778 0.7       ]","[1.         1.         1.         0.88888889 0.72727273 1.
 0.9        1.         0.77777778 0.7       ]"
584,10.0,13.0,2.0,0.87,"[0.90909091 0.90909091 0.84615385 0.72727273 0.9        1.
 0.88888889 1.         0.75       0.77777778]","[1.         1.         0.91666667 0.88888889 0.81818182 0.88888889
 0.8        1.         0.66666667 0.7       ]"
585,10.0,13.0,3.0,0.91,"[0.9        1.         1.         0.72727273 1.         0.9
 0.9        1.         1.         0.75      ]","[0.9        1.         1.         0.88888889 0.72727273 1.
 0.9        1.         0.77777778 0.9       ]"
586,10.0,13.0,5.0,0.87,"[1.         1.         0.84615385 0.75       0.875      0.88888889
 0.9        1.         0.8        0.69230769]","[0.9        1.         0.91666667 0.66666667 0.63636364 0.88888889
 0.9        1.         0.88888889 0.9       ]"
587,10.0,13.0,8.0,0.86,"[1.         0.90909091 0.83333333 0.77777778 0.77777778 0.88888889
 0.9        1.         0.88888889 0.69230769]","[0.9        1.         0.83333333 0.77777778 0.63636364 0.88888889
 0.9        0.9        0.88888889 0.9       ]"
588,10.0,13.0,13.0,0.84,"[1.         0.83333333 0.90909091 0.77777778 0.75       0.875
 0.9        1.         0.72727273 0.69230769]","[0.9        1.         0.83333333 0.77777778 0.54545455 0.77777778
 0.9        0.9        0.88888889 0.9       ]"
589,10.0,13.0,21.0,0.81,"[0.9        0.71428571 0.9        0.77777778 0.83333333 0.83333333
 0.9        1.         0.8        0.625     ]","[0.9        1.         0.75       0.77777778 0.45454545 0.55555556
 0.9        0.9        0.88888889 1.        ]"
590,10.0,13.0,34.0,0.82,"[0.9        0.71428571 0.9        0.77777778 0.85714286 0.83333333
 0.9        1.         0.72727273 0.71428571]","[0.9        1.         0.75       0.77777778 0.54545455 0.55555556
 0.9        0.9        0.88888889 1.        ]"
591,10.0,13.0,55.0,0.79,"[0.9        0.55555556 0.875      0.8        0.85714286 1.
 0.9        1.         0.72727273 0.71428571]","[0.9        1.         0.58333333 0.88888889 0.54545455 0.33333333
 0.9        0.9        0.88888889 1.        ]"
592,10.0,13.0,89.0,0.77,"[0.81818182 0.5        0.875      0.8        0.875      0.66666667
 0.875      1.         0.8        0.76923077]","[0.9        1.         0.58333333 0.88888889 0.63636364 0.22222222
 0.7        0.9        0.88888889 1.        ]"
593,10.0,13.0,144.0,0.76,"[0.90909091 0.5        0.77777778 0.72727273 0.77777778 1.
 1.         0.9        0.8        0.72727273]","[1.         1.         0.58333333 0.88888889 0.63636364 0.22222222
 0.7        0.9        0.88888889 0.8       ]"
594,10.0,13.0,1.0,0.85,"[0.90909091 0.90909091 1.         0.8        0.76923077 0.77777778
 0.9        0.69230769 0.875      1.        ]","[1.         1.         0.91666667 0.88888889 0.90909091 0.77777778
 0.9        0.9        0.77777778 0.4       ]"
595,10.0,13.0,2.0,0.85,"[0.90909091 0.90909091 0.91666667 0.8        0.76923077 0.8
 1.         0.66666667 0.875      1.        ]","[1.         1.         0.91666667 0.88888889 0.90909091 0.88888889
 0.9        0.8        0.77777778 0.4       ]"
596,10.0,13.0,3.0,0.9,"[1.         1.         1.         0.88888889 0.73333333 0.77777778
 0.90909091 0.90909091 0.875      1.        ]","[1.         1.         0.91666667 0.88888889 1.         0.77777778
 1.         1.         0.77777778 0.6       ]"
597,10.0,13.0,5.0,0.88,"[1.         1.         0.91666667 0.88888889 0.75       0.77777778
 0.90909091 0.81818182 0.875      0.875     ]","[1.         1.         0.91666667 0.88888889 0.81818182 0.77777778
 1.         0.9        0.77777778 0.7       ]"
598,10.0,13.0,8.0,0.88,"[0.90909091 1.         1.         0.88888889 0.81818182 0.71428571
 0.90909091 0.90909091 0.77777778 0.8       ]","[1.         1.         0.91666667 0.88888889 0.81818182 0.55555556
 1.         1.         0.77777778 0.8       ]"
599,10.0,13.0,13.0,0.85,"[0.90909091 1.         0.91666667 0.88888889 0.8        0.66666667
 0.90909091 0.88888889 0.875      0.63636364]","[1.         1.         0.91666667 0.88888889 0.72727273 0.66666667
 1.         0.8        0.77777778 0.7       ]"
600,10.0,13.0,21.0,0.84,"[1.         1.         0.91666667 0.7        0.9        0.625
 0.90909091 0.875      0.8        0.63636364]","[1.         1.         0.91666667 0.77777778 0.81818182 0.55555556
 1.         0.7        0.88888889 0.7       ]"
601,10.0,13.0,34.0,0.82,"[1.         1.         0.91666667 0.75       0.88888889 0.55555556
 0.83333333 0.875      0.72727273 0.63636364]","[1.         1.         0.91666667 0.66666667 0.72727273 0.55555556
 1.         0.7        0.88888889 0.7       ]"
602,10.0,13.0,55.0,0.81,"[1.         1.         1.         0.66666667 0.88888889 0.44444444
 0.83333333 0.875      0.88888889 0.53846154]","[1.         1.         0.91666667 0.66666667 0.72727273 0.44444444
 1.         0.7        0.88888889 0.7       ]"
603,10.0,13.0,89.0,0.8,"[1.         0.83333333 1.         0.66666667 0.8        0.5
 0.83333333 0.875      0.875      0.58333333]","[1.         1.         0.91666667 0.66666667 0.72727273 0.44444444
 1.         0.7        0.77777778 0.7       ]"
604,10.0,13.0,144.0,0.76,"[1.         0.55555556 1.         0.6        0.77777778 0.75
 0.81818182 0.85714286 0.77777778 0.63636364]","[1.         1.         0.91666667 0.66666667 0.63636364 0.33333333
 0.9        0.6        0.77777778 0.7       ]"
605,10.0,13.0,1.0,0.81,"[0.90909091 0.76923077 1.         0.875      0.83333333 0.77777778
 0.75       0.8        0.77777778 0.63636364]","[1.         1.         0.91666667 0.77777778 0.5        0.77777778
 0.9        0.72727273 0.77777778 0.7       ]"
606,10.0,13.0,2.0,0.8,"[0.76923077 0.71428571 0.92307692 0.75       0.55555556 1.
 1.         0.72727273 1.         0.66666667]","[1.         1.         1.         1.         0.5        0.88888889
 0.9        0.72727273 0.55555556 0.4       ]"
607,10.0,13.0,3.0,0.83,"[0.71428571 0.71428571 1.         0.9        0.55555556 1.
 1.         1.         0.88888889 0.7       ]","[1.         1.         0.91666667 1.         0.5        0.77777778
 0.9        0.63636364 0.88888889 0.7       ]"
608,10.0,13.0,5.0,0.84,"[0.76923077 0.83333333 0.91666667 0.81818182 0.72727273 1.
 1.         0.875      0.875      0.625     ]","[1.         1.         0.91666667 1.         0.8        0.88888889
 0.9        0.63636364 0.77777778 0.5       ]"
609,10.0,13.0,8.0,0.85,"[0.83333333 0.83333333 1.         0.9        0.66666667 1.
 1.         0.875      0.875      0.55555556]","[1.         1.         0.91666667 1.         0.8        1.
 0.9        0.63636364 0.77777778 0.5       ]"
610,10.0,13.0,13.0,0.83,"[0.90909091 0.83333333 1.         0.75       0.6        1.
 0.90909091 0.88888889 0.83333333 0.55555556]","[1.         1.         0.91666667 1.         0.6        1.
 1.         0.72727273 0.55555556 0.5       ]"
611,10.0,13.0,21.0,0.82,"[0.90909091 0.83333333 1.         0.69230769 0.625      1.
 0.90909091 0.88888889 0.83333333 0.54545455]","[1.         1.         0.91666667 1.         0.5        0.88888889
 1.         0.72727273 0.55555556 0.6       ]"
612,10.0,13.0,34.0,0.78,"[0.90909091 0.76923077 1.         0.64285714 0.55555556 1.
 0.90909091 1.         0.8        0.41666667]","[1.         1.         0.91666667 1.         0.5        0.77777778
 1.         0.63636364 0.44444444 0.5       ]"
613,10.0,13.0,55.0,0.8,"[0.90909091 0.71428571 1.         0.75       0.55555556 1.
 0.90909091 1.         0.71428571 0.5       ]","[1.         1.         0.91666667 1.         0.5        0.77777778
 1.         0.72727273 0.55555556 0.5       ]"
614,10.0,13.0,89.0,0.77,"[0.9        0.66666667 1.         0.69230769 0.55555556 0.85714286
 0.83333333 1.         0.8        0.5       ]","[0.9        1.         0.91666667 1.         0.5        0.66666667
 1.         0.72727273 0.44444444 0.5       ]"
615,10.0,13.0,144.0,0.73,"[0.8        0.55555556 1.         0.69230769 0.5        1.
 0.83333333 1.         0.83333333 0.5       ]","[0.8        1.         0.83333333 1.         0.5        0.44444444
 1.         0.63636364 0.55555556 0.5       ]"
616,10.0,13.0,1.0,0.83,"[1.         1.         0.84615385 0.77777778 0.88888889 0.81818182
 0.90909091 0.85714286 0.77777778 0.57142857]","[0.81818182 0.88888889 0.91666667 0.77777778 0.8        1.
 1.         0.54545455 0.77777778 0.8       ]"
617,10.0,13.0,2.0,0.84,"[1.         1.         0.73333333 0.9        0.81818182 0.88888889
 0.90909091 0.85714286 0.66666667 0.7       ]","[0.90909091 0.88888889 0.91666667 1.         0.9        0.88888889
 1.         0.54545455 0.66666667 0.7       ]"
618,10.0,13.0,3.0,0.85,"[1.         1.         0.91666667 0.81818182 0.77777778 0.88888889
 0.90909091 0.88888889 0.77777778 0.58333333]","[0.90909091 0.88888889 0.91666667 1.         0.7        0.88888889
 1.         0.72727273 0.77777778 0.7       ]"
619,10.0,13.0,5.0,0.85,"[1.         0.88888889 0.83333333 0.9        1.         0.8
 0.90909091 0.9        0.77777778 0.61538462]","[0.81818182 0.88888889 0.83333333 1.         0.7        0.88888889
 1.         0.81818182 0.77777778 0.8       ]"
620,10.0,13.0,8.0,0.89,"[1.         1.         0.91666667 1.         0.8        1.
 0.90909091 0.8        0.88888889 0.66666667]","[0.90909091 0.88888889 0.91666667 1.         0.8        1.
 1.         0.72727273 0.88888889 0.8       ]"
621,10.0,13.0,13.0,0.85,"[1.         0.88888889 0.91666667 1.         0.875      0.9
 0.90909091 0.72727273 0.8        0.58333333]","[0.81818182 0.88888889 0.91666667 0.88888889 0.7        1.
 1.         0.72727273 0.88888889 0.7       ]"
622,10.0,13.0,21.0,0.83,"[1.         0.8        0.91666667 0.81818182 0.85714286 1.
 0.83333333 0.72727273 1.         0.53846154]","[0.90909091 0.88888889 0.91666667 1.         0.6        0.77777778
 1.         0.72727273 0.77777778 0.7       ]"
623,10.0,13.0,34.0,0.8,"[1.         0.72727273 0.90909091 0.81818182 0.875      1.
 0.83333333 0.66666667 1.         0.46153846]","[0.90909091 0.88888889 0.83333333 1.         0.7        0.55555556
 1.         0.72727273 0.77777778 0.6       ]"
624,10.0,13.0,55.0,0.79,"[0.90909091 0.72727273 1.         0.75       0.77777778 1.
 0.81818182 0.72727273 0.85714286 0.53846154]","[0.90909091 0.88888889 0.83333333 1.         0.7        0.55555556
 0.9        0.72727273 0.66666667 0.7       ]"
625,10.0,13.0,89.0,0.72,"[0.9        0.53333333 1.         0.75       0.77777778 0.66666667
 0.8        0.66666667 0.85714286 0.46153846]","[0.81818182 0.88888889 0.75       1.         0.7        0.22222222
 0.8        0.72727273 0.66666667 0.6       ]"
626,10.0,13.0,144.0,0.65,"[0.875      0.5        1.         0.66666667 0.77777778 0.4
 0.8        0.7        0.6        0.33333333]","[0.63636364 0.88888889 0.66666667 0.88888889 0.7        0.22222222
 0.8        0.63636364 0.66666667 0.4       ]"
627,10.0,13.0,1.0,0.86,"[0.91666667 1.         1.         1.         0.83333333 0.8
 0.8        0.78571429 0.8        0.75      ]","[1.         1.         0.75       0.88888889 0.5        0.88888889
 0.8        1.         0.88888889 0.9       ]"
628,10.0,13.0,2.0,0.86,"[0.84615385 1.         1.         0.81818182 0.77777778 0.75
 0.88888889 0.78571429 1.         0.875     ]","[1.         1.         0.75       1.         0.7        1.
 0.8        1.         0.66666667 0.7       ]"
629,10.0,13.0,3.0,0.86,"[0.91666667 1.         1.         0.9        0.77777778 0.72727273
 0.81818182 0.9        1.         0.63636364]","[1.         1.         0.83333333 1.         0.7        0.88888889
 0.9        0.81818182 0.77777778 0.7       ]"
